,Laenge,Breite
12529,13.06916667,53.34083333
12535,13.17916667,53.07222222
12538,13.15333333,52.99861111
12543,13.24777778,52.76972222
12549,13.4525,52.61444444
12551,13.44083333,52.59361111
12552,13.42277778,52.57388889
12553,13.40611111,52.56555556
12737,6.748888889,51.30027778
12749,6.766111111,51.28027778
12755,6.795833333,51.28111111
12758,6.796111111,51.22611111
12761,6.79,51.22055556
12764,6.789722222,51.2175
12887,6.776666667,51.21638889
12894,6.794166667,51.23583333
12901,6.7725,51.43277778
12902,6.799722222,51.44583333
12906,7.035277778,51.45972222
12907,7.054444444,51.44666667
12912,7.161388889,51.46888889
12913,7.214444444,51.47
12925,7.3675,51.49361111
12928,7.529722222,51.53083333
12930,7.675,51.59611111
12959,8.696388889,52.18416667
12979,9.730833333,52.38333333
12987,10.57944444,52.44611111
12992,10.80777778,52.42722222
12993,10.84166667,52.44833333
13308,13.38111111,52.51611111
13384,13.46,52.51277778
13386,13.45222222,52.51277778
13742,13.38055556,52.51861111
14019,13.41583333,52.51888889
14043,13.42416667,52.50888889
14054,13.44694444,52.50416667
14064,13.41694444,52.51055556
14166,13.41694444,52.50305556
14168,13.42611111,52.49861111
14349,13.49111111,52.53472222
14835,13.4425,52.505
15115,13.33444444,52.51666667
15146,8.668888889,52.12361111
15147,8.669722222,52.11694444
15157,8.363055556,51.89222222
15161,8.167777778,51.81777778
15164,8.1425,51.82166667
15178,7.623888889,51.55972222
15185,7.464722222,51.51222222
15188,7.465,51.5125
15209,7.470555556,51.51416667
15211,7.463333333,51.51527778
15216,7.456111111,51.51388889
15331,7.439722222,51.49694444
15332,7.419444444,51.50083333
15333,7.501111111,51.48916667
15335,7.503888889,51.48444444
15338,7.535277778,51.47777778
15339,7.545555556,51.49305556
15342,7.5625,51.48333333
15343,7.556666667,51.49333333
15346,7.675277778,51.53805556
15348,7.687222222,51.54222222
15351,7.688888889,51.53388889
15515,7.759444444,51.59611111
15516,7.761388889,51.61055556
15534,7.819722222,51.71722222
15571,9.791111111,52.3725
15584,12.0475,52.58305556
15592,13.31583333,52.50444444
15594,13.33277778,52.50611111
16381,13.35222222,52.55027778
16464,13.34611111,52.5375
16858,11.08138889,49.49333333
16860,11.01472222,49.51194444
16870,11.07861111,49.49305556
16904,11.06166667,49.43861111
16916,10.96472222,49.47944444
16918,10.92416667,49.49055556
16919,10.88722222,49.51055556
16923,10.88361111,49.51083333
16925,10.87138889,49.51416667
16930,10.20833333,49.70444444
16933,10.06666667,49.78277778
16934,10.07333333,49.80527778
16944,9.998333333,49.79555556
16951,9.933888889,49.80166667
16953,9.57,49.99611111
16954,9.513055556,50.03972222
16956,9.296111111,50.0125
16957,9.228055556,49.99916667
16959,9.168611111,49.98777778
16961,9.137222222,49.97861111
16962,9.069722222,49.99583333
16963,9.059722222,50.00944444
16964,9.040277778,50.02555556
16965,9.033888889,50.04
16966,9.005277778,50.06944444
16967,8.953611111,50.0875
16969,8.879722222,50.12861111
16970,8.857777778,50.12305556
16973,8.723888889,50.10083333
16974,8.681666667,50.10138889
16976,8.668333333,50.1
16977,8.67,50.09666667
16979,8.663055556,50.10861111
16984,8.656388889,50.11222222
16985,8.655,50.11583333
17014,8.685277778,50.105
17047,8.686111111,50.11222222
17048,8.690833333,50.10305556
17071,8.6775,50.10527778
17079,8.588333333,50.05833333
17081,8.570277778,50.05222222
17085,8.569444444,50.04972222
17311,13.37861111,52.51694444
17435,13.33,52.48194444
17436,13.33138889,52.47722222
17439,13.33555556,52.48
17458,13.34722222,52.48527778
17461,13.35166667,52.50944444
17464,13.35166667,52.51611111
17465,13.34861111,52.51444444
17469,13.35194444,52.51444444
17569,13.39194444,52.54472222
17813,13.38027778,52.51583333
18086,13.32583333,52.56555556
18105,13.3275,52.52583333
18108,13.335,52.52583333
18270,13.33722222,52.50472222
18308,9.171944444,52.28305556
18335,7.776666667,51.69361111
18348,7.634166667,51.91055556
18350,7.64,51.93694444
18352,7.626944444,51.94166667
18454,7.671944444,51.84583333
18463,7.828611111,51.68333333
18465,7.820555556,51.67666667
18503,7.868055556,51.68388889
18560,7.814444444,51.70833333
18605,7.843055556,51.68972222
18924,7.938055556,51.77277778
18928,8.291111111,51.85722222
18930,8.354722222,51.89888889
18934,8.481944444,51.98944444
18938,8.528888889,52.01972222
18997,12.96833333,52.56638889
19006,13.26888889,52.53444444
19448,13.37333333,52.51777778
19691,13.39083333,52.50777778
19694,13.38888889,52.50305556
19735,13.41888889,52.54361111
19736,13.41888889,52.55138889
19771,13.41388889,52.54694444
20092,13.36305556,52.50666667
20407,13.43527778,52.51833333
20731,13.27944444,52.57694444
20747,9.214444444,48.68361111
20759,9.184722222,48.67388889
20772,9.201944444,48.67583333
20773,9.195833333,48.69027778
20779,9.194444444,48.69138889
20871,9.203055556,48.69222222
20872,9.209722222,48.70222222
20876,9.2125,48.72
20882,9.205555556,48.76361111
20883,9.195277778,48.77
20886,9.204166667,48.77444444
20888,9.201666667,48.78305556
20890,9.2075,48.7825
20891,9.2175,48.78444444
20892,9.233888889,48.78833333
20920,9.231944444,48.78777778
20921,9.237777778,48.79166667
20924,9.218333333,48.79472222
20926,9.220277778,48.79694444
20929,9.207777778,48.7875
20935,9.188333333,48.76694444
20939,9.2275,48.72388889
20975,9.184166667,48.69305556
21062,9.192777778,48.69027778
21063,9.171388889,48.69166667
21064,9.145555556,48.70805556
21065,9.106111111,48.71694444
21067,9.118888889,48.72861111
21069,9.180833333,48.78388889
21079,9.180833333,48.78194444
21080,9.185277778,48.79138889
21084,9.191944444,48.78833333
21087,9.182222222,48.78722222
21089,9.166111111,48.815
21090,9.168333333,48.82166667
21091,9.134166667,48.87194444
21093,8.517777778,49.22583333
21094,8.530277778,49.44944444
21096,8.488611111,49.46361111
21097,8.504722222,49.45027778
21100,8.479444444,49.47194444
21102,8.466388889,49.48194444
21103,8.471111111,49.46416667
21105,8.479444444,49.4775
21106,8.450555556,49.48138889
21108,8.4825,49.51583333
21109,8.480833333,49.59111111
21110,8.4675,49.64638889
21112,8.548055556,49.76555556
21113,8.498611111,49.85361111
21116,8.589444444,50.01722222
21121,8.673888889,50.09166667
21129,8.706111111,50.10333333
21130,8.765833333,50.10111111
21133,8.921388889,50.11777778
21136,9.221388889,50.19111111
21137,9.368333333,50.26222222
21138,9.691666667,50.54388889
21144,9.572222222,51.03611111
21145,9.457777778,51.32222222
21147,9.462222222,51.33805556
21149,9.475277778,51.34555556
21151,9.518611111,51.34194444
21157,9.925277778,51.54888889
21158,9.930833333,51.58277778
21160,10.0075,51.96722222
21161,9.8075,52.35277778
21163,9.860277778,52.38611111
21174,10.74444444,52.42388889
21190,13.31638889,52.53055556
21462,13.05,52.56972222
21463,12.01138889,52.93333333
21464,11.7675,52.99
21465,11.75944444,53.00527778
21466,11.73222222,53.10388889
21468,11.74083333,53.16277778
21470,11.53333333,53.2975
21472,10.60583333,53.49027778
21473,10.37972222,53.52138889
21476,10.20666667,53.49055556
21477,10.1675,53.485
21478,10.08861111,53.51277778
21480,10.00722222,53.55333333
21491,10.03444444,53.5375
21496,10.06527778,53.57194444
21497,10.18388889,53.635
21498,10.25,53.68222222
21500,10.2675,53.72222222
21501,10.32444444,53.74805556
21503,10.36027778,53.8
21505,10.67194444,53.8675
21507,10.67722222,53.88055556
21508,10.69444444,53.89388889
21510,10.73666667,53.93972222
21512,10.77722222,54.07388889
21515,10.87861111,54.16194444
21519,11.00972222,54.30416667
21520,11.19916667,54.495
21522,11.22555556,54.50138889
21698,9.379722222,54.79805556
21699,9.411111111,54.75777778
21701,9.443333333,54.76861111
21702,9.429722222,54.77027778
21704,9.436111111,54.77861111
21706,9.403333333,54.70027778
21708,9.645555556,54.31138889
21709,9.667222222,54.30416667
21711,9.698888889,54.29888889
21712,9.690555556,54.30916667
21716,9.818611111,54.24527778
21717,9.852222222,54.16805556
21719,9.843888889,54.15777778
21720,9.985555556,54.12388889
21722,9.978611111,54.07583333
21725,9.915,54.075
21726,9.8175,53.98722222
21728,9.735,53.94166667
21730,9.654722222,53.77444444
21731,9.677222222,53.72555556
21732,9.714444444,53.69972222
21742,9.735,53.69138889
21744,9.910555556,53.58444444
21745,9.917777778,53.57861111
21756,9.953888889,53.55
21758,9.941388889,53.55166667
21760,9.950833333,53.55666667
21765,9.956111111,53.55277778
21768,9.978888889,53.56055556
21773,9.991111111,53.5575
21775,10.00305556,53.55361111
21782,10.10277778,53.51916667
21783,10.68222222,53.425
21786,12.32944444,52.89805556
21787,13.00055556,52.58361111
21791,13.10222222,52.54972222
21802,13.36833333,52.53916667
22107,12.6675,52.64416667
22115,11.12638889,52.46388889
22146,9.713055556,52.3975
22148,9.634722222,52.40055556
22178,8.6775,52.13277778
22190,8.4125,51.92916667
22191,8.405555556,51.91777778
22204,7.545833333,51.53666667
22206,7.514166667,51.52277778
22220,7.075277778,51.45666667
22226,6.888055556,51.43611111
22228,6.791388889,51.43777778
22232,6.782222222,51.37638889
22233,6.783333333,51.35527778
22254,6.849444444,51.18944444
22255,6.881111111,51.15388889
22256,6.967222222,51.08333333
22258,6.933888889,51.08472222
22260,6.9575,51.06472222
22261,6.995555556,51.0475
22263,6.991388889,51.02944444
22266,6.998888889,50.98694444
22271,7.074722222,50.86638889
22272,7.088055556,50.855
22274,7.103333333,50.83388889
22275,7.154444444,50.81416667
22277,7.928888889,50.41472222
22279,8.4875,50.03
22290,8.569722222,50.055
22292,8.607222222,50.04027778
22293,8.481388889,49.81277778
22294,8.482777778,49.71777778
22296,8.447222222,49.5575
22298,8.470833333,49.55194444
22299,8.468333333,49.54277778
22303,8.461111111,49.51583333
22304,8.461388889,49.50083333
22310,8.4975,49.47638889
22312,8.549722222,49.33055556
22313,8.542777778,49.31833333
22314,8.483888889,49.18611111
22315,8.4625,49.05055556
22316,8.455,49.01555556
22317,8.404722222,48.99666667
22326,8.397777778,49.005
22327,8.403055556,49.00916667
22351,8.401944444,49.00694444
22386,8.411388889,49.00416667
22438,8.420555556,49.01388889
22477,8.394166667,49.00916667
22488,8.396111111,48.99027778
22492,8.436944444,49.00638889
22498,8.658888889,50.10138889
22504,8.672777778,50.10833333
22507,8.678888889,50.11388889
22509,8.675555556,50.12138889
22510,8.673055556,50.12166667
22512,8.6825,50.12583333
22535,8.679166667,50.11694444
22555,8.755833333,50.09916667
22556,8.913055556,50.13
22557,8.936111111,50.10833333
22560,9.174444444,50.20444444
22563,9.682777778,50.53361111
22565,9.7,50.56472222
22566,9.711388889,50.86666667
22567,9.761944444,50.90666667
22568,10.12972222,50.83722222
22569,10.20833333,51.01388889
22570,10.31944444,50.98138889
22571,10.39916667,50.95027778
22572,10.67611111,50.93472222
22574,10.76472222,50.92333333
22579,10.99972222,50.94333333
22584,11.29805556,50.98388889
22587,11.37944444,50.99583333
22588,11.50222222,51.02444444
22589,11.57916667,51.07583333
22592,11.84,51.16861111
22593,11.97472222,51.21416667
22594,11.99472222,51.21194444
22595,11.99361111,51.33277778
22597,12.0375,51.40416667
22598,11.98638889,51.4275
22600,12.04694444,51.49777778
22601,12.02333333,51.49305556
22602,12.05222222,51.47916667
22603,12.30444444,51.61027778
22604,12.36472222,51.64277778
22605,12.33166667,51.62333333
22607,12.66027778,51.86861111
22611,13.2225,52.21972222
22612,13.26,52.25333333
22613,13.31527778,52.41222222
22614,13.365,52.48527778
22615,13.37361111,52.48194444
23063,13.20916667,52.64333333
23064,13.17388889,52.68583333
23065,13.19527778,52.67833333
23068,13.17416667,52.69444444
23069,13.1325,52.70805556
23070,13.09861111,52.71555556
23071,13.02944444,52.75833333
23078,12.8025,52.88972222
23080,12.80666667,52.92361111
23136,12.81305556,52.93777778
23192,13.0225,52.81055556
23196,13.08638889,52.73555556
23210,13.19888889,52.65222222
23213,13.20111111,52.63944444
23214,13.23555556,52.62111111
23215,13.24944444,52.60916667
23217,13.28416667,52.58944444
23220,13.33305556,52.57777778
23225,13.36,52.57305556
23229,13.38305556,52.57111111
23233,13.405,52.54888889
23277,13.42333333,52.48138889
23455,8.537777778,52.03888889
23456,8.538611111,52.03388889
23468,7.880555556,51.75805556
23481,7.800277778,51.705
23485,7.6275,51.93055556
23509,7.616944444,51.96111111
23574,7.6275,51.96055556
23575,7.628333333,51.96111111
23615,7.726944444,51.98027778
23624,7.604722222,51.90277778
23625,7.611388889,51.7425
23628,7.635833333,51.66527778
23632,7.531944444,51.62888889
23633,7.524444444,51.60833333
23638,7.536944444,51.55055556
23639,7.483333333,51.52805556
23640,7.495,51.54527778
23645,7.274444444,51.49722222
23648,6.919722222,51.44388889
23649,6.883055556,51.42916667
23653,6.803333333,51.22305556
23656,6.859722222,51.17333333
23658,6.945277778,51.1025
23659,6.986666667,51.04222222
23662,6.995555556,50.99833333
23666,7.010833333,50.95583333
23672,6.938611111,50.92472222
23673,6.932222222,50.90388889
23676,7.194722222,50.65694444
23677,7.204444444,50.64027778
23678,7.411944444,50.43527778
23680,7.459444444,50.43361111
23681,7.541111111,50.39333333
23683,7.585277778,50.34083333
23727,7.588611111,50.34583333
23746,7.569444444,50.30888889
23792,7.586111111,50.33111111
23845,7.5975,50.32833333
23862,7.578055556,50.34611111
23906,7.590555556,50.35083333
23908,7.517777778,50.43416667
23909,7.49,50.43166667
23911,7.430833333,50.4475
23912,7.404444444,50.43972222
23914,7.382777778,50.44305556
23915,7.268888889,50.56194444
23916,7.283333333,50.56666667
23917,7.229722222,50.62055556
23919,7.219722222,50.6325
23921,7.134444444,50.73138889
23924,7.151944444,50.79277778
23925,7.158888889,50.80444444
23927,7.203333333,50.785
23928,7.276944444,50.77222222
23929,7.28,50.76527778
23930,7.466944444,50.75972222
23955,7.376111111,50.76722222
23957,7.224166667,50.79027778
23960,7.160833333,50.81305556
23963,7.149166667,50.77638889
23966,7.155,50.71833333
23967,7.161944444,50.70388889
23968,7.195,50.67555556
23969,7.198055556,50.6525
23971,7.227222222,50.59694444
23972,7.283888889,50.57416667
23973,7.252777778,50.54527778
23979,7.561666667,50.38694444
24030,7.595833333,50.37111111
24034,7.586111111,50.36277778
24041,7.599166667,50.32
24043,7.600833333,50.31611111
24110,7.621944444,50.36472222
24111,7.676666667,50.36361111
24112,7.854166667,50.25527778
24113,7.860277778,50.31972222
24115,7.929166667,50.16277778
24116,8.197222222,50.05055556
24118,8.386666667,50.05388889
24119,8.454722222,50.01611111
24121,8.546666667,50.04527778
24124,8.631388889,50.05388889
24125,8.8425,50.06361111
24126,8.938888889,50.03277778
24129,9.181666667,49.9975
24132,9.235555556,50.00888889
24141,9.428055556,49.90222222
24145,9.489444444,49.85944444
24151,9.6225,49.845
24152,9.6025,49.8525
24154,9.603611111,49.84527778
24170,9.608055556,49.88416667
24191,9.031111111,49.98722222
24192,8.966666667,50.04277778
24194,8.798333333,50.06333333
24242,8.567222222,50.05166667
24244,8.568888889,50.04861111
24245,8.572222222,50.05
24248,8.5725,50.04888889
24250,8.566388889,50.045
25008,8.562222222,50.04388889
25014,8.570833333,50.04666667
25017,8.576111111,50.04777778
25042,8.471944444,50.03944444
25043,7.816388889,50.43555556
25045,7.2725,50.68694444
25053,7.232222222,50.74472222
25055,7.208055556,50.79305556
25060,7.058333333,50.88638889
25065,6.991111111,50.93444444
25067,6.985,50.93805556
25081,6.961944444,50.92055556
25082,6.961111111,50.91666667
25100,6.956944444,50.92527778
25136,6.950555556,50.94111111
25154,6.989722222,51.075
25157,6.925277778,51.12166667
25158,6.908333333,51.13055556
25159,6.816666667,51.20361111
25160,6.809166667,51.20611111
25187,7.333055556,51.48194444
25189,7.411388889,51.50611111
25202,7.506666667,51.51611111
25229,8.301388889,51.89527778
25282,10.80027778,52.425
25287,11.84861111,52.60388889
25300,13.30666667,52.50805556
25794,13.32694444,52.51527778
25799,13.16555556,52.55055556
25808,9.824722222,52.38361111
25832,8.713888889,52.18833333
25839,8.608055556,52.06805556
25852,8.521111111,52.00583333
25866,8.397777778,51.91166667
25886,7.516111111,51.51055556
25894,7.152777778,51.46527778
25896,7.0975,51.46722222
25898,6.993888889,51.44611111
25904,6.785,51.30555556
26186,6.753611111,51.25861111
26188,6.776111111,51.2425
26189,6.773611111,51.235
26192,6.775555556,51.23
26193,6.750833333,51.21527778
26194,6.766666667,51.21833333
26195,6.759444444,51.21138889
26288,6.959166667,51.48055556
26289,7.002222222,51.47972222
26290,7.052777778,51.49916667
26292,7.110555556,51.51194444
26294,7.163333333,51.52388889
26296,7.156666667,51.53222222
26297,7.204722222,51.6125
26298,7.1975,51.6525
26299,7.178611111,51.73638889
26301,7.196111111,51.75333333
26304,7.2625,51.81722222
26305,7.322777778,51.84222222
26334,7.620277778,51.95472222
26348,7.602222222,51.95638889
26430,7.735833333,51.79722222
26439,7.858055556,51.65166667
26440,7.914444444,51.63472222
26442,8.107222222,51.5825
26444,8.116944444,51.57444444
26446,8.157222222,51.55416667
26447,8.334166667,51.66027778
26449,8.345555556,51.66777778
26450,8.358888889,51.67055556
26454,8.376388889,51.67333333
26455,8.469166667,51.63916667
26459,8.4975,51.65361111
26461,8.626944444,51.71305556
26463,8.684166667,51.73555556
26464,8.703055556,51.70638889
26465,8.727777778,51.70611111
26467,8.780277778,51.70833333
26468,8.787222222,51.73138889
26469,8.794722222,51.72361111
26470,8.943055556,51.76888889
26472,9.140277778,51.48833333
26473,9.096666667,51.51777778
26475,9.160277778,51.49833333
26476,9.473055556,51.39833333
26477,9.4675,51.36305556
26479,9.473333333,51.32777778
26481,9.461944444,51.31583333
26484,9.448055556,51.27472222
26486,9.458611111,51.26694444
26489,9.533611111,51.13444444
26491,9.686944444,51.03861111
26492,9.613611111,51.06555556
26493,9.737777778,51.00305556
26494,10.04444444,50.95472222
26495,10.28333333,50.98333333
26496,10.30638889,50.97944444
26500,10.71,50.89416667
26501,10.70055556,50.93722222
26506,10.98638889,50.93027778
26511,11.0925,51.00111111
26513,11.22388889,50.99
26519,11.34333333,50.97944444
26566,11.34416667,50.97166667
26767,11.30833333,50.98916667
26788,11.31138889,51.00277778
26919,11.07027778,50.98833333
26925,11.06111111,50.97138889
26926,11.05111111,50.9675
26927,11.03805556,50.97694444
26935,10.73861111,50.94444444
26938,10.71777778,50.93861111
26948,10.56027778,50.90944444
26949,10.46194444,50.95333333
26954,10.35416667,50.97277778
26964,10.17527778,51.00916667
26966,10.0725,50.98083333
26969,10.01194444,50.88
26971,9.935833333,50.94166667
26975,9.679722222,50.75722222
26976,9.759166667,50.69111111
26978,9.756111111,50.66222222
26986,9.676666667,50.60416667
26987,9.758333333,50.59916667
26990,9.713333333,50.55638889
26991,9.369722222,50.29722222
26999,8.887777778,50.13333333
27001,8.702777778,50.09611111
27010,8.636111111,50.08138889
27021,7.535,50.5575
27022,7.468055556,50.58111111
27023,7.423333333,50.61222222
27032,7.134444444,50.81833333
27045,6.995277778,50.95472222
27054,6.983611111,51.01888889
27056,6.988888889,51.03583333
27067,6.899722222,51.14527778
27068,6.888333333,51.16138889
27089,6.796388889,51.21972222
27123,6.777777778,51.22055556
27174,6.889722222,51.14694444
27178,6.9825,51.04666667
27189,6.958888889,50.95138889
27271,7.019166667,51.00277778
27273,7.008611111,51.03138889
27276,7.006666667,51.05666667
27281,6.991944444,51.19361111
27282,7.0075,51.21388889
27289,7.1975,51.27
27290,7.186388889,51.26527778
27292,7.3025,51.29166667
27300,7.310833333,51.31944444
27301,7.3775,51.33361111
27304,7.469166667,51.36694444
27309,7.455833333,51.39166667
27311,7.580277778,51.44666667
27313,7.796388889,51.58277778
27371,12.68583333,52.57333333
27374,12.74027778,52.58805556
27432,13.36722222,52.49444444
27714,10.93805556,52.40722222
27722,9.967777778,52.39583333
27739,9.127222222,52.24555556
27761,8.289722222,51.86361111
27790,6.971111111,51.46083333
27860,6.822777778,51.46972222
27861,6.8275,51.4325
27876,7.671111111,51.58
27889,8.532222222,51.9825
27944,13.29944444,52.53138889
28099,13.1925,52.43472222
28108,13.11888889,52.39666667
28113,13.03138889,52.39333333
28114,12.56777778,52.40583333
28118,12.50361111,52.37555556
28119,12.15361111,52.40472222
28123,11.73944444,52.18027778
28124,11.73277778,52.15333333
28126,11.6775,52.1425
28128,11.61888889,52.13222222
28130,11.63138889,52.12527778
28134,11.63194444,52.12888889
28147,11.80527778,52.2275
28149,11.84722222,52.27083333
28151,11.89388889,52.32166667
28152,11.98055556,52.34861111
28157,12.35166667,52.38777778
28158,12.54638889,52.39527778
28161,12.92472222,52.39416667
28163,13.02166667,52.39138889
28167,13.12777778,52.4175
28169,13.23916667,52.46972222
28170,13.26388889,52.48833333
28519,13.3775,52.54583333
28528,13.43194444,52.45277778
28531,13.43,52.44305556
28552,13.43555556,52.45861111
28670,11.97888889,52.59833333
28672,11.95805556,52.54194444
28677,11.205,52.48722222
28694,10.74722222,52.43805556
28695,10.71,52.35388889
28703,9.890833333,52.15
28719,9.669722222,50.46277778
28728,8.818611111,50.11972222
28731,8.778055556,50.1025
28742,8.652777778,50.11305556
28744,8.655555556,50.11861111
28746,8.649722222,50.11722222
28760,8.654166667,50.12
28769,8.7925,50.10777778
28778,9.573888889,51.08416667
28781,10.17416667,52.26972222
28782,10.17277778,52.20888889
28783,10.25361111,52.22611111
28788,10.7875,52.42194444
28797,13.19666667,52.54166667
28802,13.27277778,52.51888889
28833,13.44638889,52.46833333
28835,13.50444444,52.46138889
28838,13.50555556,52.45361111
28841,13.53805556,52.45722222
28842,13.56666667,52.44805556
28845,13.57916667,52.44416667
28854,13.52222222,52.45333333
29230,7.229166667,51.46972222
29245,6.968333333,51.45416667
29246,6.942777778,51.44388889
29256,6.871388889,51.42638889
29286,6.947777778,51.46305556
29293,7.15,51.45555556
29310,7.449166667,51.52138889
29317,7.451666667,51.49555556
29318,7.498611111,51.485
29330,7.710833333,51.56666667
29348,8.554444444,52.03111111
29364,9.222222222,52.32805556
29380,9.7325,52.38805556
29977,13.34111111,52.46916667
30338,13.385,52.55638889
31340,13.31027778,52.51166667
31344,13.34194444,52.5025
31351,13.27694444,52.46472222
31626,7.69,51.55388889
31627,7.671388889,51.57027778
31634,7.006944444,51.45833333
31637,6.998333333,51.42888889
31638,6.994444444,51.42861111
31647,7.001944444,51.42388889
31711,7.000277778,51.42972222
31757,6.999444444,51.44166667
31807,9.711388889,52.40444444
31819,10.78333333,52.43361111
31997,13.39694444,52.51472222
32414,13.34305556,52.50194444
32446,13.35027778,52.50111111
32450,13.37472222,52.48555556
32451,13.38277778,52.5025
32773,13.37416667,52.51166667
32845,13.42916667,52.53222222
33169,13.35055556,52.50416667
33938,13.05722222,52.54722222
33954,10.56055556,52.27916667
33955,10.53666667,52.27555556
33956,10.53527778,52.27527778
33958,10.54833333,52.27694444
33970,10.72972222,52.24916667
34007,13.14472222,52.53222222
34201,11.39083333,52.52666667
34273,7.633055556,51.92166667
34309,7.611388889,51.96916667
34362,7.576666667,51.86333333
34363,7.605277778,51.78638889
34393,6.795,51.33194444
34505,6.764722222,51.21111111
34550,6.772777778,51.22305556
34585,6.858333333,51.45222222
34589,7.062777778,51.44638889
34615,8.154444444,51.83611111
35416,13.42527778,52.54166667
35419,13.43361111,52.54
35420,13.43416667,52.55305556
35428,13.42972222,52.55777778
35444,13.42277778,52.53611111
35517,9.591111111,52.39916667
35535,8.784444444,52.19694444
35540,8.694166667,52.13555556
35552,7.8975,51.74805556
35575,7.367222222,51.50361111
35589,6.939444444,51.43694444
35631,6.780555556,51.32361111
35664,8.544722222,52.03083333
35665,8.6275,52.06111111
35778,13.49777778,52.51138889
35791,13.37555556,52.50027778
35808,13.33805556,52.5
